-0.000237,0.000003
-0.000388,-0.000004
-0.000447,-0.000008
-0.000438,-0.000007
-0.000429,-0.000006
0.001477,0.000103
0.174444,0.010613
0.546971,0.058021
0.944719,0.098773
1.343306,0.129747
1.614964,0.148910
1.739340,0.157938
1.795792,0.161579
1.822910,0.163130
1.835372,0.163822
1.841689,0.164157
1.841616,0.164153
1.841543,0.164149
1.841470,0.164146
1.840317,0.164010
1.839089,0.163704
1.838171,0.163344
1.837265,0.162833
1.835830,0.161791
1.835212,0.161221
1.834898,0.160893
1.834717,0.160694
1.834600,0.160561
1.834544,0.160498
1.834487,0.160435
1.834644,0.160613
1.935256,0.284190
2.158746,0.579234
2.410561,0.890554
2.667229,1.192151
2.830965,1.379583
2.902633,1.459936
2.936166,1.497477
2.951219,1.514378
2.958481,1.522549
2.960525,1.524855
2.960485,1.524811
2.960446,1.524767
2.960346,1.524652
2.959595,1.523637
2.959164,1.522887
2.958928,1.522214
2.958574,1.520846
2.958461,1.520011
2.958430,1.519576
2.958420,1.519335
2.958416,1.519189
2.958414,1.519125
2.958412,1.519061
2.958419,1.519326
2.962395,1.682513
2.977073,2.056504
2.989251,2.456410
2.998414,2.856436
3.004316,3.199354
3.007917,3.360104
3.009222,3.434042
3.009790,3.468518
3.010064,3.484926
3.010198,3.493792
3.010197,3.493739
3.010196,3.493689
3.010196,3.493641
3.010216,3.493181
3.010231,3.493153
3.010504,3.492128
3.010964,3.491010
3.011594,3.489912
3.012367,3.488904
3.012879,3.488367
3.013641,3.487798
3.014940,3.487029
3.016091,3.486554
3.017314,3.486230
3.018511,3.486077
3.017962,3.486101
3.018026,3.486115
3.017956,3.486119
3.017858,3.486114
3.017732,3.486104
3.017607,3.486093
3.017483,3.486082
2.949120,3.478657
2.657821,3.412646
2.267735,3.323697
1.871309,3.266016
1.472996,3.225145
1.074642,3.192683
0.675467,3.163876
0.276242,3.136185
-0.122339,3.108303
-0.521452,3.079490
-0.920481,3.049535
-1.318818,3.018428
-1.672964,2.990435
-1.845350,2.976100
-1.924984,2.969083
-1.962613,2.965760
-1.980180,2.964162
-1.990555,2.963220
-1.990561,2.963219
-1.990567,2.963218
-1.990573,2.963217
-1.990213,2.963268
-1.989076,2.963527
-1.987964,2.963943
-1.986808,2.964541
-1.985516,2.965164
-1.984669,2.965949
-1.983926,2.966849
-1.983302,2.967852
-1.982808,2.968947
-1.982479,2.969561
-1.982286,2.970698
-1.982246,2.971848
-1.982360,2.973011
-1.982621,2.974131
-1.982829,2.974739
-1.982946,2.975021
-1.982820,2.975000
-1.982841,2.975051
-1.982866,2.975105
-1.982864,2.975099
-1.982861,2.975093
-1.982858,2.975086
-1.934443,2.891307
-1.721733,2.646611
-1.467988,2.336048
-1.257462,1.994755
-1.091322,1.646983
-1.010354,1.447607
-0.975659,1.355994
-0.959521,1.312566
-0.951889,1.292094
-0.948158,1.282228
-0.946311,1.277442
-0.945394,1.275112
-0.944944,1.273989
-0.944866,1.273798
-0.944800,1.273637
-0.944734,1.273475
-0.943560,1.270577
-0.943190,1.269550
-0.943110,1.269046
-0.943054,1.268438
-0.943045,1.268212
-0.943045,1.268188
-0.943044,1.268257
-0.943040,1.268361
-0.943036,1.268467
-0.943044,1.268247
-0.950918,1.111671
-0.971802,0.740375
-0.991560,0.366730
-1.000771,0.169722
-1.004683,0.080040
-1.006463,0.038424
-1.007274,0.018725
-1.007731,0.007639
-1.007804,0.005868
-1.007805,0.005848
-1.007806,0.005828
-1.007803,0.006153
-1.007890,0.007302
-1.008132,0.008445
-1.008534,0.009571
-1.009212,0.011040
-1.009873,0.012004
-1.010646,0.012862
-1.011537,0.013619
-1.012536,0.014261
-1.013685,0.014802
-1.014248,0.014997
-1.015289,0.015192
-1.015849,0.015243
-1.016106,0.015254
-1.016215,0.015256
-1.016241,0.015256
-1.016236,0.015256
-1.016231,0.015257
-0.995104,0.015113
-0.766787,0.009604
-0.390454,-0.001629
-0.180624,-0.005958
-0.085521,-0.006948
-0.040943,-0.007125
-0.019687,-0.007144
-0.009511,-0.007144
-0.007277,-0.007132
-0.007271,-0.007132
-0.007264,-0.007131
-0.007257,-0.007131
-0.007249,-0.007131
-0.007241,-0.007131
